"Guid","AccountId","Application__c","Comments","ContactId","Description","IsEscalated","ParentId","Priority","Reason","Status","Subject","SuppliedCompany","SuppliedName","SuppliedPhone","Type","TypeDetail__c"
024006b6-d17d-49e1-a261-f423aa5255a4,049289c5-1108-4eb8-a12b-27f6b810fab9,"#N/A","#N/A",e8ed3166-f455-4e54-9a42-a7ccced2ed00,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
02b782d3-07e4-4891-b45a-53f395e02cf2,2501f07c-f91d-469a-b26b-6aa43b137d2a,"#N/A","#N/A",9f49e579-77ea-4ff9-a335-ca202bb08cb6,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
02bd0b14-3199-4308-b0c8-84fcece55a97,a2acb900-6c89-450d-a1fb-ea7621d8039c,"#N/A","#N/A",7af2b02d-9b85-4e53-98c4-8505ba461582,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,On Hold,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
030f0477-57da-4ed5-ab48-bfc8075892b4,9419a11c-73a3-4f04-a74c-a7c84e591a7f,"#N/A","#N/A",daff89e2-5537-43a0-ba11-41f1bb39ca75,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Pending Approval,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0314522e-ea56-442c-ac04-9c01c0bd71d4,b1513321-5fb8-41d4-a18b-cb9966829be5,"#N/A","#N/A",aee8dd66-1bfb-4c31-9963-e0733c984ebd,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Pending Approval,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
033dad3d-d841-4b72-a0e1-462b7f4c4c57,025bae72-dc08-4e37-85da-3f9359201937,"#N/A","#N/A",96e3083f-153e-4417-b543-724a859750ff,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Closed,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
0341d851-e099-4831-9234-dc87798c73b0,c315795d-3bb2-4615-9921-300d058d0fde,"#N/A","#N/A",4e7cfa0a-a075-4b18-821a-bccd3a85e66e,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,New,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
03a10f0d-b8f2-4dae-a9fa-fa540c42804c,38dff4e9-b227-423c-adb6-51aeecd2b017,"#N/A","#N/A",ef81c39d-157c-47f4-aa75-29fe480335ca,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Closed,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
046a3069-8207-4dca-ab89-aadaf371c27a,19236c02-904c-44cd-9ae3-f3c8eee0ef28,"#N/A","#N/A",dccc8044-1206-49c6-b895-f5904abe1feb,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Pending Approval,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
04aae710-8892-4323-84c1-e0068e5ff6b9,2da56c3b-dfdb-48dc-8e95-ca3da65e8312,"#N/A","#N/A",089ed276-103e-466f-903c-bfc9e621538e,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Rejected,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
04ab50d3-2bf9-4cec-b88b-eab7adafefcb,fc1ac98e-d31f-41dc-9e18-4e60bca6c1f6,"#N/A","#N/A",faaa9c06-d411-4dff-8e9c-b1e80fc7bf2b,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
04b0288e-f2d0-4030-b14e-d559b0d9c2f6,5d57b444-0d98-4d4c-8047-716b66624a73,"#N/A","#N/A",ca408fd7-33a3-4eda-ba21-545a894cea1b,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Approved,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
04d89637-2212-4b08-bf3e-585d55fdfdcd,15a61f80-074e-40c4-a2c6-f6320ee5e539,"#N/A","#N/A",53dd5df2-d434-4380-ae70-384548396112,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Rejected,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
04ec5f0c-40a7-4dd3-a4e2-4f2b098c74fb,8d5a44e6-1e52-4c09-af93-ebbb73dc056a,"#N/A","#N/A",1ffbd8a8-2168-44e0-9ffe-066dffde2139,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
056d596a-980d-4100-8226-877c9758b743,8dfff6a2-1462-4270-a660-47cac2996180,"#N/A","#N/A",730407df-bcae-428e-a503-9b03a3650c81,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Escalated,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
05abf205-90cf-4856-9918-7adba5fb70f1,36bf137f-1149-41d2-9fb8-6234ba3cd704,"#N/A","#N/A",88161238-9777-483d-8cb3-795d10e7390f,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Pending Approval,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
0655687c-b75d-4124-952c-4e517ff13ad1,ac20f109-61b8-4bf7-a2a0-0d4aa816a5bf,"#N/A","#N/A",08a14939-61dc-4958-b192-da4d74d74875,"#N/A",false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
065bb01d-3d97-4fdf-a308-91a387031173,f7524a71-97ec-4666-b4d6-06361a9f7206,"#N/A","#N/A",453cefc6-fcd7-435a-bdbf-4c69cdff3fef,User Needs Help,false,"#N/A",Medium,Complex functionality,New,Template output to PDF includes highlighting when shouldn't /   setup,"#N/A","#N/A","#N/A",Problem,"#N/A"
065ede72-3813-4b88-a856-18fc5dbc28e0,d7bd9aa8-ebdc-4417-bddf-a380b455753b,"#N/A","#N/A",6eec0478-8818-4483-8760-722e8ded638b,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Rejected,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
06883b42-10df-41da-9ba6-035c8fd443d9,6735ef0b-e452-49e9-a6ac-cb29c5dae786,"#N/A","#N/A",337af543-03f7-4188-ac6c-27bd9fdfe903,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
06ae1c4c-eec4-4806-b5c8-e05c4db112dc,66ad3091-0637-40ff-9bea-ce8c16b65ea4,"#N/A","#N/A",df7abd71-8657-48e1-bb7f-88a44b1d3d9b,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Rejected,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
08065513-0ce6-4edd-9817-41b4d017a8b9,5dc44a62-209e-4af8-8c75-f532e43ab31c,"#N/A","#N/A",f3b60819-44fd-42f5-be20-e45cd187596b,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,New,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
08071aff-ad14-4c24-b636-c85c2689fa64,c8afba6f-cad5-48c3-8a63-111b8ac8d7ef,"#N/A","#N/A",818c70fe-73b5-403a-a528-73a492e201fc,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Rejected,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
082c0e6c-1913-46f6-bfce-2511d952bc7c,a36993b5-e6b1-44b4-acdb-245947f53cfa,"#N/A","#N/A",2f9f8766-1947-474b-81c3-de9906631d65,User Needs Help,false,"#N/A",Medium,User didn't attend training,Escalated,No reports show when running Mail Merge,"#N/A","#N/A","#N/A",Problem,"#N/A"
0847c027-dff5-443c-a1f5-5c2c3e610df4,f60f79cb-219d-4003-bad4-2b15c89a0e73,"#N/A","#N/A",d35d45ea-b081-48d6-865b-c0472023ca36,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
0859c4ed-3630-4a69-b690-b710617e6e7d,38dff4e9-b227-423c-adb6-51aeecd2b017,"#N/A","#N/A",080f63f5-9b9a-48f7-842b-9b01052b042b,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Pending Approval,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
085c7697-3e22-4f93-95b0-0e01413f757c,30332a41-4781-458f-96c8-38f5f9cb6557,"#N/A","#N/A",c76454ce-859b-43ce-b321-cd79741384b5,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
08bc14e6-36fb-4068-be92-d70a15b88503,f88dfc4a-2322-46e3-a2b2-01e5e3d6a7f9,"#N/A","#N/A",79aa6cd7-ac36-415f-8f46-c0ca72011295,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,New,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
08d8e92a-8c75-45ab-8438-a8193ddb81c5,c8afba6f-cad5-48c3-8a63-111b8ac8d7ef,"#N/A","#N/A",058f4359-984b-4fc5-88c0-6de17443aa42,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Rejected,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
08dfc4d1-2ee7-405d-b932-be5b5611bb79,45277e4c-0dbc-444d-8166-4a6db8cc1b32,"#N/A","#N/A",0b8ef485-eeac-4e61-8a04-ffb461f972f7,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Rejected,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
08e6ef62-d793-40db-9f0b-8c7cbc04e749,2f01fcd7-1cbf-45ae-851f-562db03982e0,"#N/A","#N/A",91ff3bbf-772b-4739-ac09-6166d2a68b1c,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,New,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
08f2ed57-ffb1-4347-9846-3706a1606f2b,bbd42d4a-0d64-4474-9dab-ea494e01e7b6,"#N/A","#N/A",987e1980-7e70-4f87-82bf-262a982e5739,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Closed,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
093d0f17-b0fe-4224-ac04-674e21ae34b1,d5925ecc-0bf8-4954-97bf-12f0ea0a7ca7,"#N/A","#N/A",74085b45-7ee7-427b-b0d3-d00cd9a3f9b7,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0956cb84-9dac-4e38-8fe8-e6f49163985e,f60f79cb-219d-4003-bad4-2b15c89a0e73,"#N/A","#N/A",587ecbed-513e-4cb0-ad42-31ca76daa290,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Pending Approval,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
0984f651-202b-4af5-b05d-6d8766a834c3,2bb0a5a2-4a38-4e79-b73d-336afe3c1943,"#N/A","#N/A",dae6cbd2-a12b-4f11-89e9-c860eca26b72,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,On Hold,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
099db3ba-a547-424b-920c-76ecbc8f77fe,bf780cfe-38e6-41bd-af08-62e3c6a5d3ac,"#N/A","#N/A",b4c40250-10ef-4827-87e6-614fb898f79c,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0a0376a4-95d4-4ff3-8f9c-1981c84d686e,d27a213f-8782-47e9-a6f3-ba56562244a0,"#N/A","#N/A",6826dfcd-3511-46d1-8b66-6c92ea934e1a,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Rejected,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0a5abc99-e20f-46d6-8a40-b68a44242030,fead4b88-1200-4dc1-9bae-9bddda3a6f49,"#N/A","#N/A",0ee345a5-19d9-4ec8-bf76-214b4f3a3f2c,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,On Hold,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
0a5b4cb8-1533-4880-90b3-e81fe0af430e,f4eb5850-e7af-4793-b7ae-86afaf9a5241,"#N/A","#N/A",a9e6bf87-bc62-4a57-9ea7-50900f804aed,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Rejected,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0a6998dd-d69c-4983-8b0f-0b77896988d4,a45cefd3-c93f-4299-ad7d-ad07b86f10fa,"#N/A","#N/A",5b6b112a-4570-4eb4-8088-49f33bdae4db,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Closed,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0aa1273e-2d98-4cf4-bc0b-ea5dfe55d71d,a652405e-08fd-4521-8d2f-e3be5f63fcf9,"#N/A","#N/A",eef008b9-ea5c-4601-9b11-40c66da8aca8,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Approved,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0aa32e2a-976d-4522-b1c1-d58accd84a37,c60984b8-b309-4bdc-b374-058eea2d0c63,"#N/A","#N/A",02b98719-3fd0-4054-b1ea-df018f3e3dbb,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Pending Approval,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
0ade1c6e-d293-43b5-b051-b9cd9d7b7e11,90edd09e-cd23-4441-9977-55cb69126e70,"#N/A","#N/A",0a519f31-dd50-4153-83f4-86acb45ae25b,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Closed,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
0aef3e75-9b12-4cbf-8b3a-7689ef11ee11,2c3972c0-5e25-4de9-8bc1-e86d579ca72b,"#N/A","#N/A",2c72dee6-5bb6-4557-b874-9495a6972570,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,New,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0afb37a1-d263-411e-9c16-8c181486a077,4e4e28ab-96ed-4cff-b379-5c4f7a404910,"#N/A","#N/A",bc84149c-8ad7-4d55-b8ae-53eb082d3748,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
0b061e78-f28e-42e6-9c0d-003038b324d2,3da5d68a-395e-4908-8a48-23cdaebc6375,"#N/A","#N/A",834f30b0-e649-4ad2-b4f9-426fbd69ba44,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Escalated,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0b35a46a-5758-4607-be84-85c5f3f204d7,21e4cac4-1540-46d3-b13f-1dcb92e2ddc9,"#N/A","#N/A",8352180f-a146-40d0-ac20-24d6ba93998d,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
0b3acdbb-0ac9-4231-b0fe-1d6b3f759063,d27a213f-8782-47e9-a6f3-ba56562244a0,"#N/A","#N/A",0ee345a5-19d9-4ec8-bf76-214b4f3a3f2c,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Pending Approval,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
0ba6b8ed-634e-484e-831b-4542960733c3,40284e05-8fda-4edf-93de-3c9135cabd4d,"#N/A","#N/A",13e290a7-6ce0-4c60-b759-fa10d1b1790c,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Pending Approval,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0bda04c5-e1ec-404e-9cc6-5af6d94df37e,5de394d5-7485-466c-b2c5-45db9689ce63,"#N/A","#N/A",1c45f4f0-0a27-4517-8b93-e38f92c7aa1e,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0c037e0c-a9b8-4f6d-9a74-eff6f82cb9a4,864ab183-2657-4d8b-baa4-35a317740d3e,"#N/A","#N/A",ad80d9e7-24c8-4ae3-b8e6-e1c0b17aa33d,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Rejected,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0c05bf18-c8de-4dd5-8e64-2f820e990566,f7aba1ff-2872-4364-bd5c-9c5b6d82218b,"#N/A","#N/A",91a74e97-9647-4bee-9aeb-e7e3d6aa5cfe,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,New,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
0cb02729-3a8b-4cda-ae0d-6e21a703c3de,ac20f109-61b8-4bf7-a2a0-0d4aa816a5bf,"#N/A","#N/A",4044d20a-844d-4b8a-80cd-6b60f8ce150b,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,New,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0cb17f00-4dc6-48e1-a601-ab0b7c5a3d81,4e4e28ab-96ed-4cff-b379-5c4f7a404910,"#N/A","#N/A",567fe3f1-48dd-4481-af9a-520bb5a7f6e7,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Rejected,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
0cb5bbfc-db81-4067-88d1-7418a817c3c5,2d1c4f1b-30be-4f34-ab52-6c0306159fc9,"#N/A","#N/A",78765eb1-6a54-4222-8fab-a8e0d3a8a296,Prefers Direct Phone Outreach,false,"#N/A",Medium,User didn't attend training,Closed,Assistance with TableStart and End,"#N/A","#N/A","#N/A",Question,"#N/A"
0cdaf572-99b1-4d76-80d5-d896f1d8e89b,dea14072-f662-4d1a-ab69-9f5bf0c17e4e,"#N/A","#N/A",a070f23c-1e71-4c21-9c73-dcabfa6c3b05,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,On Hold,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0cdc82e0-9dd8-4d51-bd18-160115896c17,26cdd933-0597-4052-85cd-5673fbe29241,"#N/A","#N/A",d11b8db8-aa7b-40c5-8e56-0a335971d8a9,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,New,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0cf47201-c06b-4fdc-b2ba-9e237790bff3,19236c02-904c-44cd-9ae3-f3c8eee0ef28,"#N/A","#N/A",d5396f80-7f46-454d-b14b-b58b5730f6ff,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Escalated,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
0cf90b6c-97c3-49ec-92ff-5cdcf4aaf77d,ec191198-c826-45fe-a4c6-7cf1a5991de5,"#N/A","#N/A",bd119a53-87cb-4462-a78e-4d68c89a7702,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,New,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
0d3d2703-e6e7-4226-a691-0fec636733b7,2501f07c-f91d-469a-b26b-6aa43b137d2a,"#N/A","#N/A",7b0f460d-789e-4b48-b396-340a87ace095,EMEA Case,false,"#N/A",Medium,Existing problem,On Hold,Demo License,"#N/A","#N/A","#N/A",Problem,"#N/A"
0d85f53d-f445-4894-a2c5-c6c8e0edcdf8,c315795d-3bb2-4615-9921-300d058d0fde,"#N/A","#N/A",467ea862-83ab-4389-b678-dc530e60a764,User Needs Help,false,"#N/A",Medium,User didn't attend training,New,Some fields from report not populating,"#N/A","#N/A","#N/A",Problem,"#N/A"
