"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","LeadSource","Name","NextStep","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
02c7f0d9-50b3-479f-b9b3-46fed79d01d3,45277e4c-0dbc-444d-8166-4a6db8cc1b32,32395.00000002,2022-05-27,"#N/A","#N/A",Closed,"#N/A",Meembee - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0310d8d8-9b41-42bf-8e87-b8b904be46ef,ebd39171-f100-4fa1-8a48-9427106d5ce9,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Agimba - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
038c21f1-de54-48f1-a921-dfda4b312c45,ab97de59-0cab-4c89-a8ed-58ced15887e5,29995.0,2022-03-14,"#N/A","#N/A",Closed,"#N/A",Pixonyx - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
03b7d4fc-ca58-4620-bb72-da9aa6598bb1,1e929e32-5ab4-42e8-8702-5e96ac97c4ee,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Zoonoodle - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0431af13-2f34-41da-b3d3-4bdc1d236c61,6de16000-9684-4e36-860d-5199e9ed2a63,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Meevee - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
04418499-a8a4-42a8-adcf-1920f17937bf,cdae914a-a111-4914-a575-b28baeda3a26,20000.0,2020-02-14,"#N/A",More widgets required.  The deal is at 50% because they are still at the sales process stage of evaluating the business/value justification that we submitted.,Pipeline,Partner,"salesforce.com - 2,000 Widgets",Meet at Widget Conference,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,Existing Business,"#N/A","#N/A",false,"#N/A"
0455b855-df33-40c6-89a8-e2a46a9e6930,bbd55cc6-b06e-45fd-9262-2e0a10a00d46,29995.0,2022-03-14,253c404e-2307-44c4-ae56-ddd37c0e7fa4,"#N/A",Closed,"#N/A",Centimia - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
048fa389-8049-42d0-9a0e-3a1eb596cea8,0e87f75d-1a5f-454c-afc2-86b388e52163,34350.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Bluezoom - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
049f78b5-0d67-461d-980b-28605072749c,bf780cfe-38e6-41bd-af08-62e3c6a5d3ac,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Shuffletag - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
04e83369-08dc-48bc-9294-b41c29462c63,b1513321-5fb8-41d4-a18b-cb9966829be5,72395.0,2022-08-02,"#N/A","#N/A",Pipeline,"#N/A",Browsedrive - Initial Sale,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
054041fe-57c6-49a8-bdf4-c1458e4f3e8a,9b0380ec-07fb-47c9-94f0-f992389f7c4f,18050.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Quinu - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
054d2101-5ec3-41c7-9a89-51a3fd8bac8a,3d8547e5-043e-4476-a22b-c1f2b4cad2da,34995.0,2022-05-30,"#N/A","#N/A",Pipeline,"#N/A",Rhynyx - Additional Sale,"#N/A",90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
05a0f31b-1a7c-4df8-af0f-80f2f95a28e7,cdae914a-a111-4914-a575-b28baeda3a26,100000.0,2019-12-17,"#N/A",They are interested in our widgets!  The deal is at 90% because they are at the sales process stage of negotiating the finer points of a proposal that we submitted.  We are negotiating with their key decision makers and are confident that this deal will close soon.,Pipeline,Advertisement,"salesforce.com - 1,000 Widgets",Close the deal!,90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,New Business,"#N/A","#N/A",false,"#N/A"
06beb634-84f6-4edc-8f82-0f9c9875915c,0771f764-c2e7-40f4-831b-a5fa82d19d93,34995.0,2022-07-22,"#N/A","#N/A",Pipeline,"#N/A",Kamba - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
07145a47-938f-4d58-b041-93f78d0e04cd,2d151e51-9102-423f-8dd0-2c5585a0b772,34995.0,2022-04-15,"#N/A","#N/A",Pipeline,"#N/A",Oloo - Additional Sale,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
076ecd41-a181-4289-95b3-4ecd70a4e328,26cdd933-0597-4052-85cd-5673fbe29241,29995.0,2022-03-14,"#N/A","#N/A",Closed,"#N/A",Kazu - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
07c027ba-14b4-49aa-9627-4b1a7c855058,ea22ec56-d156-40c3-9dfe-a26de953cf53,32395.00000002,2022-05-27,"#N/A","#N/A",Closed,"#N/A",Yakitrit-Germain Hospital - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
080f0944-0666-4d2f-bb5f-5b3f232b2dc8,07e99765-5326-4853-8d6e-503c4a7670ae,32395.00000002,2022-07-25,"#N/A","#N/A",Closed,"#N/A",Fliptune - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
085963da-19d3-4868-86f0-5412ce58962d,a36993b5-e6b1-44b4-acdb-245947f53cfa,75000.0,2022-07-31,"#N/A","#N/A",Pipeline,"#N/A",Realbridge - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
08fe1ff8-6e0f-4d4a-91db-43272f287198,0fbf7651-d052-4d68-b739-36d17c81b380,11550.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Meeveo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
090acf6d-daef-4958-8c0a-736df996d9f4,dea14072-f662-4d1a-ab69-9f5bf0c17e4e,31495.0,2022-05-14,"#N/A","#N/A",Pipeline,"#N/A",Tazz - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0915cef9-24b7-4383-8355-a0466ffecbdb,6735ef0b-e452-49e9-a6ac-cb29c5dae786,32395.00000002,2022-07-25,"#N/A","#N/A",Closed,"#N/A",Jetpulse - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
09b33683-b9cc-4b57-bcc2-8433d82781de,a45cefd3-c93f-4299-ad7d-ad07b86f10fa,34995.0,2022-11-13,"#N/A","#N/A",Pipeline,"#N/A",Browsebug - Additional Sale,"#N/A",60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
09de662c-4cb0-47d3-bf74-4fdd254eb262,2e7367e7-ce37-43a6-8f63-c2ac7a8762f1,72395.0,2022-06-02,"#N/A","#N/A",Pipeline,"#N/A",Twiyo - Initial Sale,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
09e5a2c7-58e2-4c2f-8212-51324f412dcf,52174ad3-99c8-4378-8302-90ee8c883f44,72395.0,2022-08-02,"#N/A","#N/A",Pipeline,"#N/A",Zoomlounge - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0a1c452e-728a-4c7a-9843-bb4a9b26e234,a45cefd3-c93f-4299-ad7d-ad07b86f10fa,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Browsebug - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0a3c2940-2af5-4263-b2bb-34aac91f7160,3b26c58e-3217-4a23-b83a-9347cc16aa9e,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Zoomcast - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0a96d43d-fb57-4216-bf84-cf1767be1072,93f00793-669b-4111-b2c5-b5fdf7d385d0,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Realfire - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0b9578e2-1349-4801-93bb-d5c64ee40924,c70d944c-63d6-431d-b181-6e184356e72d,"#N/A",2028-05-24,"#N/A","#N/A",Pipeline,"#N/A",Fizzly Products,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0bee75b5-6dee-4ce3-bc18-13df285ca43a,2c3972c0-5e25-4de9-8bc1-e86d579ca72b,32395.00000002,2022-05-27,"#N/A","#N/A",Closed,"#N/A",Noba - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,Existing Business,"#N/A","#N/A",false,"#N/A"
0ca29542-37ea-477c-9e29-ec19edbbec98,049289c5-1108-4eb8-a12b-27f6b810fab9,75000.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Topicware - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0dbda763-0675-43f9-b24f-2d5b4f3c47cc,0e6f1508-b4d9-448d-ab11-e81cbad5299e,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Voomm - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0dcbe7f9-5d3f-4fdd-ba00-c706fd44ef20,66ad3091-0637-40ff-9bea-ce8c16b65ea4,75000.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Kwideo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0e07940d-8e58-4258-b01c-a32e61870668,8c3ebc24-e8bb-4497-b164-038b2c26892e,32395.00000002,2022-07-25,"#N/A","#N/A",Closed,"#N/A",Chatterpoint - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0e4c0b85-7bf7-47c6-8c85-5aa2a917e3ef,3da5d68a-395e-4908-8a48-23cdaebc6375,75000.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Photolist - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0e5326a1-1eaf-47c1-a758-6d071537d6ff,66ad3091-0637-40ff-9bea-ce8c16b65ea4,72395.0,2022-08-02,"#N/A","#N/A",Pipeline,"#N/A",Kwideo - Initial Sale,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
0eb1d2ec-22b0-4431-a8eb-a5ce15fe6a98,d27a213f-8782-47e9-a6f3-ba56562244a0,75000.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Yozio - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0eb5b44f-9d5a-4a11-a98b-13bcdfcb2bf5,0e6f1508-b4d9-448d-ab11-e81cbad5299e,18050.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Voomm - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0ef66732-407b-4a11-bc1c-47a7f445d16f,7da82faa-1442-4434-bd1d-beb8b60ae2ce,72395.0,2022-08-02,"#N/A","#N/A",Pipeline,"#N/A",Aibox - Initial Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
0f3500b0-46c8-49a9-97dd-1353b59a9681,59cca627-b2a9-40b1-851a-fea4115b7f45,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Feedbug - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0f8ae221-4cb9-4d9a-b901-7c3c2e856cf3,2501f07c-f91d-469a-b26b-6aa43b137d2a,11250.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Yakidoo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0fa50895-ce22-463f-a2d1-1f3d77abe0c4,3d8547e5-043e-4476-a22b-c1f2b4cad2da,34350.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Rhynyx - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
109953e6-8d50-4228-9ae0-279044e52eee,a36993b5-e6b1-44b4-acdb-245947f53cfa,73995.0,2022-06-18,"#N/A","#N/A",Pipeline,"#N/A",Realbridge - Initial Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1109e676-cf33-4135-9bea-2b5e350deabf,c315795d-3bb2-4615-9921-300d058d0fde,32395.00000002,2022-07-25,"#N/A","#N/A",Closed,"#N/A",Quire - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
11942a4b-b7ad-4643-b635-d734769063ea,8bad606c-a83f-4958-aaaf-7f6c5865c578,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Topdrive - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
11ae5e7a-7f68-48ff-b1fc-90d6c2b162e4,d27a213f-8782-47e9-a6f3-ba56562244a0,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Yozio - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
11de7e92-dbaf-447c-b60c-1e8df43c1e7c,ea890f92-ba30-4be8-835c-bd806e610d8f,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Zazio - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
1201f95c-d225-4c91-969e-98c0bdeded07,310909f9-ae8b-48ea-be0b-2b06053e0066,32395.00000002,2022-06-09,"#N/A","#N/A",Closed,"#N/A",Ooba - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
12aec016-3840-4e3a-99d7-a97b494667e8,1e929e32-5ab4-42e8-8702-5e96ac97c4ee,32395.00000002,2022-05-27,"#N/A","#N/A",Closed,"#N/A",Zoonoodle - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
12f41d7e-f19a-4355-9e8a-d7f2a318cf9f,21e4cac4-1540-46d3-b13f-1dcb92e2ddc9,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Gabcube - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
130cdf3e-fd94-4339-899f-ebc0fb18ac1b,3b26c58e-3217-4a23-b83a-9347cc16aa9e,29995.0,2021-10-10,2d64fe3b-7900-45ae-a0c9-f7d9585cace6,"#N/A",Closed,"#N/A",Zoomcast - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
145519b3-fee2-4aaa-a5a5-57b0422028aa,2da56c3b-dfdb-48dc-8e95-ca3da65e8312,32395.00000002,2022-07-25,"#N/A","#N/A",Closed,"#N/A",Kanoodle - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
14c77402-ea66-4638-9628-5881b6289a62,05871b1a-5c56-45db-8232-e4505381dcb8,75000.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Viva - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
14c81f81-50f3-4eca-a403-39e504ea86b3,05871b1a-5c56-45db-8232-e4505381dcb8,11550.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Viva - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
14f30dbb-9a13-47c2-b2b3-741e82afafa9,22f9b2ee-6d59-4d69-87b8-227d8202d189,72395.0,2022-08-11,"#N/A","#N/A",Pipeline,"#N/A",Skyvu - SOW 3,"#N/A",70.0,false,false,"#N/A",false,"#N/A","#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
1527daa0-ba96-4a3f-a787-fc6b9e594e88,ac50e6c1-e100-4a59-9645-33082b1b1459,43497.0,2022-07-27,"#N/A","#N/A",Pipeline,"#N/A",Yamia - SOW 2,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
15442c83-209f-465a-af16-b2f4030cefc5,b1f6761e-3657-4fd0-a644-ac92d63c11ea,11550.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Mycat - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1556dffb-af5e-4056-879f-fed498adb160,3da5d68a-395e-4908-8a48-23cdaebc6375,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Photolist - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
15829cc3-0519-4f26-a09c-8148d3f9c5f3,8bad606c-a83f-4958-aaaf-7f6c5865c578,32395.00000002,2022-05-27,"#N/A","#N/A",Closed,"#N/A",Topdrive - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
16c03161-ef59-4542-a1f2-974f178f352f,8262b2fb-77a5-4cb8-b98a-a42968ccc29f,29995.0,2022-03-14,963fd443-4da7-4519-b3eb-6e66b3867807,"#N/A",Closed,"#N/A",Dynazzy - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1725b702-a9f4-43b4-b582-82c375d3ee9d,322e173a-3fa6-4cce-9660-3f97040ee05a,72395.0,2022-01-11,"#N/A","#N/A",Omitted,"#N/A",Yodel - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
179d40e5-3e9e-427d-8b3c-b3dec624b486,ac20f109-61b8-4bf7-a2a0-0d4aa816a5bf,29995.0,2022-09-15,"#N/A","#N/A",Pipeline,"#N/A",Skaboo - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
181edff8-b6b4-4f97-9499-01dd4353a417,4dc3bef0-ba37-43f7-8a0f-08f37ab0c2b4,32395.00000002,2022-07-25,"#N/A","#N/A",Closed,"#N/A",Oyoba - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
188a420a-1f99-4354-9538-ef3b05ca9ea8,e0338326-39d6-4bb1-8252-0c39d1b2d4be,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Topicshots - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
18dcc1d6-6c45-4831-b62e-646d5a288be5,9eb989c3-c2e0-4bcf-9aa1-224fc331977b,100082.0,2022-09-30,"#N/A","#N/A",Pipeline,"#N/A",Layo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
18f2a83b-b1ac-45be-aced-afee3332656a,3b26c58e-3217-4a23-b83a-9347cc16aa9e,18050.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Zoomcast - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
18f788b6-3ca3-4eca-a66b-6ae9e943b955,47f64cac-5caf-4eac-b805-5ac3c930bb1f,72395.0,2021-12-27,"#N/A","#N/A",Omitted,"#N/A",Brightdog - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
1a19e091-9fcd-4a10-8485-e2ee0aae8e83,93f00793-669b-4111-b2c5-b5fdf7d385d0,52495.0,2022-05-25,b49f3910-6d7c-443b-bb67-9062da6a05f9,"#N/A",Pipeline,"#N/A",Realfire - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1b2182dd-8e84-4b65-bc08-43d93ab4422c,ea890f92-ba30-4be8-835c-bd806e610d8f,18050.0,2022-08-10,"#N/A","#N/A",Pipeline,"#N/A",Zazio - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
