"Guid","Description","OpportunityId","Quantity","SBQQ__ParentID__c","SBQQ__QuoteLine__c","SBQQ__SubscriptionType__c","ServiceDate","SortOrder","TotalPrice","UnitPrice","sbaa__ApprovalStatus__c"
0211d503-ec16-4ac1-8dd3-b903e5c85793,"#N/A",0310d8d8-9b41-42bf-8e87-b8b904be46ef,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
021bf21f-03d1-4013-8827-2ec47c8fd3f3,"#N/A",3d6d4637-6cd9-483c-b81e-9dede4ec0332,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
0236bb8a-1966-4a56-91dd-c157569bf78c,"#N/A",f9ab2115-94cc-4365-94cd-9047d5ca77c2,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
02376ca9-aee0-4706-9938-cd5d5461d0d7,"#N/A",90b4ce38-2c18-4732-a26c-f2c10de055b1,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
023e4d1d-3619-4dc7-b77b-13a41a75b6bb,"#N/A",1e2d9c92-a89c-4606-bad6-bf7e5ee1072a,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
024af68b-c048-4ffb-ac88-7384acc8a688,"#N/A",58d4a9db-8736-44aa-9a93-825b25b86e4d,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0252160d-bea5-46da-b8b8-41a47a1356de,"#N/A",a2dd5d8b-f9e6-41d3-b1ab-4be8573fbf68,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
0292088b-44c1-4510-8152-7302a4d14036,"#N/A",c3381614-f9a2-46b8-ab5e-694ce0b5e316,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
029b11f6-ca7b-49d9-afdc-2c06bc3896f7,"#N/A",77b00c80-fd64-4ce6-b8b9-67739e1ce5e2,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
02b3162b-58fa-4e7c-8a61-7ac804facd49,"#N/A",aebb63aa-a3ba-42d1-b82a-b851e3c6eef2,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
02e36523-3d5f-4fdf-b49c-5ef5baac4afd,"#N/A",1556dffb-af5e-4056-879f-fed498adb160,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
02e801f9-986f-45f8-ac37-9b1bb069165d,"#N/A",db524909-4865-4ab4-b51f-09254353da7b,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
02ece75c-309e-4df4-a48e-eb041bb49043,"#N/A",005367cb-5ad5-4ffb-a1aa-d13d6e9a10ea,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
02ef3cb0-5006-4ef3-809d-a5ff69944d6a,"#N/A",3089397e-831d-4fe3-a621-d82a929a48bb,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0362fc81-94a8-4a79-bff1-3cb841427862,"#N/A",6673290a-75ba-4349-9349-76597f29c09c,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
037516bd-0b21-4a59-9387-30c97dc54acb,"#N/A",bdf299e6-055b-4526-a62d-f60bd05ce827,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
0381d95d-1cf6-4083-ad28-0e7042169aa3,"#N/A",73d70034-279d-415c-b4d0-ec3c13a3dd35,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
03904bf2-ca7f-449e-b28d-752c96020536,"#N/A",1bf02f7e-db93-41a9-8b25-4bfa1abb15de,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
0392d9a0-9c5a-46c5-9ca2-b1f905950871,"#N/A",130cdf3e-fd94-4339-899f-ebc0fb18ac1b,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
03b0c1d0-e5d5-4fe6-adff-b71fd87986ec,"#N/A",e70a1127-4e10-4735-9075-7dc8bf6d9a7e,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
03bf08fc-42ac-46cc-948e-b6d7e9c214c3,"#N/A",94291eb4-6f1f-4e51-a8a9-2a3d73501945,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
03f6d280-0666-40c8-aca1-51bf48af974b,"#N/A",360189f0-e2ae-452b-87d0-3a1e79e7aeb4,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
040a2189-2c59-42ef-b329-8c9c4575d047,"#N/A",21e9ce8d-0d46-4f0e-b969-ab62c7e4f8e8,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
041686e6-b955-4cca-bbd2-360e23a89ba4,"#N/A",ec797418-e1cb-4db7-bb28-3fee08819a8a,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0438014b-ba20-4bbf-8ed2-d2c7c5a500d8,"#N/A",f8d9fd2c-6ed1-45be-bcfc-939c95145ad8,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2900.0,580.0,"#N/A"
046729ca-c1bf-4bca-a9bc-8e24051a6077,"#N/A",23a6d230-8d2f-48ff-b375-9280780ee12a,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
04756e3b-6510-48cd-8661-dda538f2d4b1,"#N/A",66bc0959-c527-43c2-aad5-df89304b4cbf,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
04a82e33-ed41-4d4d-a719-af13104ddb2d,"#N/A",4fcd7ff9-89bc-4289-a65d-e687fd360f70,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
04b0cdae-155a-4550-bbb0-c89ed6ea1c75,"#N/A",fb10ae8c-fc74-4759-af13-810300b675f9,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
04b681ad-9be7-4210-a5b0-06c826adf1aa,"#N/A",e4df6ee0-7cad-4806-8742-dcdbe6756fdf,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
04efebef-3d0e-4f42-9e03-ed166cf8225e,"#N/A",95c2edb9-2abb-49c0-8acc-fa7c7f137837,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
04f49791-7582-404f-a805-ab3ff06c9001,"#N/A",15829cc3-0519-4f26-a09c-8148d3f9c5f3,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
050294b6-3654-4cef-9a86-14ff0f7a2d2b,"#N/A",610279f1-c917-48ae-ada6-a585343f6cec,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
0503fe33-64ca-4117-8237-5a27f019bf2b,"#N/A",740eb68d-dd32-41db-9063-ecd7065af8a5,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
05096efa-d989-40c6-9b56-ee6d425de49b,"#N/A",417a10c1-8943-4359-8627-74bf1dbf743c,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0522014f-59a9-495b-9b3b-e81901dd34c9,"#N/A",768ff21a-9007-4b09-94d1-198426806a95,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
052e6ec3-cec3-4ce6-9a54-cbf013da4adf,"#N/A",269f35cb-965b-479b-8bbf-d4e383214023,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
053a9bcc-abcf-444e-b632-29df2dabe32f,"#N/A",59b03807-0566-4c49-aec8-896b38023db8,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
0548b551-04f9-4a2a-959b-d376bd87b913,"#N/A",af503d0a-2f7e-4479-8a41-32f8b7a18d9d,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0559318f-b63d-4392-bb8a-f039860d09fe,"#N/A",bdb05e68-be6d-43d5-9599-f7e29e9a04ab,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
05630d29-066f-4694-81e1-d79b3c1922db,"#N/A",f28fba89-0a9c-4204-b823-21056d390fcf,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
05695e4a-5e16-41ab-b78f-52a0829fd4db,"#N/A",d3675dc0-d25b-471e-b397-ff96ed5c3751,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
0580bf82-67bc-4b96-8d0c-51362ee2d0bc,"#N/A",de5cb272-1973-4ee4-a546-284a40e8535c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
059f208f-4492-4858-854b-1403f047940b,"#N/A",2d4fb0c4-a7b1-469b-a88a-2ec5dccd35de,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
05a2cff5-e8a0-4ec5-a713-5bfa058ac6be,"#N/A",899f252f-f762-4614-adc4-48569ef6507f,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
05ac0088-1566-4fc6-80ed-0459be01bd6f,"#N/A",7c2bb1aa-76bd-4882-9fbf-3f96599b7aa3,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
05b13a1a-9648-4b0d-b58d-3f2aad5e4118,"#N/A",692b556c-8196-43cf-aa76-383104f31796,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
05cec450-7347-44b1-a02b-5957454c4303,"#N/A",77c3c5db-6230-4c6c-befe-3b76d95768c1,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
05dc06f3-c53a-4b97-9458-180dbd03e560,"#N/A",91489fef-adfe-4840-801d-5cb297283617,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
05ef8769-2832-4d38-860b-7653d6763e3f,"#N/A",09e5a2c7-58e2-4c2f-8212-51324f412dcf,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
05f11c17-3c1c-428b-8e12-19c53c5795ca,"#N/A",53ed358a-009b-4f4b-9be1-38e5216d2ea0,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
0617344b-323d-443b-8737-f465695f0db9,"#N/A",85814a37-9277-47e2-be00-a707396acca1,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
063415e6-4672-421a-bfed-fdbd66286a0d,"#N/A",25cd5ee3-5077-49e1-9901-0850a92121ea,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
064e86b1-6bc7-4ac5-be71-6cb0bf55077d,"#N/A",e8d0ce81-611a-4248-9d5d-6c4aaac5d2d4,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
0665fa49-463e-4bde-a4a9-b22f6e1f2241,"#N/A",5f1d1a2e-91f1-4179-a875-e6ca61f298c0,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
06678a00-3ac8-43ba-92ef-55d6545bd200,"#N/A",91489fef-adfe-4840-801d-5cb297283617,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
066f683a-ee3f-44cf-ac3f-ac913015171e,"#N/A",ff4163fc-fe7a-4adb-9666-22603e015bd4,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
0687af06-069b-45f2-87d8-f9a97e4b7d8d,"#N/A",0ef66732-407b-4a11-bc1c-47a7f445d16f,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
06bd9ad3-baf9-4022-9390-9d9d41d48fdb,"#N/A",f72f53d5-b018-4da4-b673-ed0544490eec,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
06d8a0d8-5a3c-4e9d-b5c3-a4a6a1a17368,"#N/A",a15f2b12-3bec-4987-acba-23b82491886e,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
06e1048e-53f8-4bfe-85b4-5a99ea671640,"#N/A",3252dd02-10ac-46ff-9b27-176575c0f62c,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
06ed3760-f05c-4106-acc9-5525db3d9080,"#N/A",c50ca391-fe91-4afc-81f0-694cdfaa1b5e,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
07001c3f-f2ad-4089-9476-c14c97c2666c,"#N/A",db524909-4865-4ab4-b51f-09254353da7b,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
070d8882-3ebc-485d-9e96-c53eed3b41a2,"#N/A",f3392c01-7c87-4008-a357-a3c4861003a8,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0729e96f-0254-446b-8bb4-5d91ce5fcf58,"#N/A",11de7e92-dbaf-447c-b60c-1e8df43c1e7c,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
072ab5d7-880c-43b3-8075-24a049d61428,"#N/A",92ce4a57-b811-4ccd-9473-b5e9321fcf32,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
0749a034-c9b2-4ac4-8bd1-6a3ed66f40cd,"#N/A",ee3d9d86-af04-4508-a961-c416389a4820,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
074f35fe-eb84-4e8e-8b15-45708d4c30bc,"#N/A",ae38d05a-9765-4a10-bbcd-9b6532b9506b,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
075d0e94-fffa-421e-b9c0-8cf5026d1297,"#N/A",815752e4-db30-4b66-868b-75a8f42e59c7,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
076102d4-c8ff-4856-a0f4-a40eae13bfce,"#N/A",f9c702e2-8297-46bd-8f08-3a2f282f40d8,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
0776becf-ea2f-432c-85a4-51c465b046f8,"#N/A",c1faa9bb-e6a9-44d8-8620-9b4ca146b561,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
078f7202-fec1-4cb7-a43e-f4f7c67b8b6e,"#N/A",4d45e127-0b6d-48a2-8184-99f1286c51ef,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2000.0,500.0,"#N/A"
07a688d4-d5b1-4e0f-9364-5f09562e57fc,"#N/A",96b27ea2-b6fd-4f37-9bdf-3639d4989524,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
07d78465-2a73-42bd-8d2f-8d253b40e19b,"#N/A",2747982e-632a-4f70-b7e8-5097c269dbfe,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
08093124-64fd-44db-83eb-5c2316aee12a,"#N/A",4b638b3b-e219-4c60-a32c-e8c750082431,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
0811be58-82f5-4d9b-833c-40fbaf38eb45,"#N/A",74fe3399-6c90-4702-afe4-551247915a6c,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
081fe845-bfe7-4bd9-9322-8b617c1a4e92,"#N/A",2d861f2a-98d2-4e4f-bbfa-0e3324caf2a7,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
083ff60b-35c6-4512-8d3d-4683630a54e9,"#N/A",b6ad61c3-b5dc-4572-9c09-9afe871d5fbd,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
084fcd67-f53d-49e4-8f19-6f2667f3d82c,"#N/A",692b556c-8196-43cf-aa76-383104f31796,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
0850041f-dedb-4413-98d3-1f5565a59388,"#N/A",3a3d4420-a54a-4f0c-b59b-0e28541d35ec,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
08563450-7836-4bdb-bb29-594a21be900a,"#N/A",c3381614-f9a2-46b8-ab5e-694ce0b5e316,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
08719c2b-bb2e-4f03-b0ef-5426841d3013,"#N/A",b8007688-0187-4a51-9ef9-247db4bfdcd1,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
087a1c62-7c9f-4cd9-9a48-c128dd75f818,"#N/A",e9c64069-8ff3-4310-a01a-b014615fa186,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
087f9dad-7370-4bb8-8669-e09e64235af5,"#N/A",a8a25062-3f34-43b0-8da3-31e920bf0044,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
088433b8-8a86-413f-a8c7-5cace88b66eb,"#N/A",049f78b5-0d67-461d-980b-28605072749c,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
088ffd76-ecde-4a87-b3d9-24ab1a613960,"#N/A",59d2be9b-249e-44cd-9280-f3a0b7bb6702,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
089261a4-6b8d-4bbb-b90b-ce787e6da7d9,"#N/A",c389e97b-c39e-4834-ad3d-83582d0da7dd,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
08a15a50-996d-4bbc-8b97-4054594960ac,"#N/A",825d7913-c421-4301-a3f6-2e2ffc256c05,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
08a5f5fc-ab8a-4a22-9cee-ed2fac1e1ebf,"#N/A",f3392c01-7c87-4008-a357-a3c4861003a8,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
08a81274-8a17-4365-bbed-b502a5a51ca9,"#N/A",6503af96-f31f-4f6a-b7a4-30407756d081,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
08aa8a07-2c6e-448a-b070-45096254624f,"#N/A",005367cb-5ad5-4ffb-a1aa-d13d6e9a10ea,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
08bc2581-c185-4d7f-82c4-92772e38642a,"#N/A",61a7a789-9d7b-4728-9c31-3a98dcaa428a,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
08c2a79b-24c2-4160-a7dd-aff3ef6e798c,"#N/A",a2da20bf-e16b-4a9f-85aa-d571043ebbdb,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
08c61da0-06c0-45ee-b169-d6e67862eb13,"#N/A",bff3669e-c081-40ad-ae4e-b92a3586cd0b,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
08db477a-b7d8-48c8-88b2-f949f63dbe7a,"#N/A",cfc2e7df-7be8-40e1-9f39-f52807e587ff,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
08e16a9a-d465-467f-a8eb-b3fe3707ba7f,"#N/A",5b2b2666-15c3-4bfd-8f8d-a3943fe7b05e,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
08e97385-3564-484f-b57f-5a8a912b4bfb,"#N/A",62eccec3-88ce-4c45-97f8-3e6de8892596,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
08fe6308-2ce7-4898-a191-fc367e5bc0fb,"#N/A",c86071d4-c89c-4abc-9731-c44de63905ed,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",500.0,500.0,"#N/A"
